x-axis,1,2
second,Ampere,Volt
-0.01,0.19,225.43
-0.01,0.17,239.44
-0.01,0.17,248.89
-0.01,0.03,243.33
-0.01,0.57,225.13
-0.01,0.17,257.29
-0.01,-0.03,253.02
-0.01,0.38,225.13
-0.01,0.17,249.46
-0.01,0.17,238.92
-0.01,0.27,249.92
-0.01,0.13,247.64
-0.01,0.56,225.59
-0.01,0.17,259.83
-0.01,0.06,226.32
-0.01,0.38,225.13
-0.01,0.17,242.66
-0.01,0.38,233.17
-0.01,0.17,244.37
-0.01,-0.03,251.43
-0.01,0.58,224.14
-0.01,0.17,254.23
-0.01,0.17,241.21
-0.01,0.17,228.45
-0.01,0.17,254.80
-0.01,0.38,233.17
-0.01,0.17,257.29
-0.01,-0.04,250.39
-0.01,0.41,218.59
-0.01,0.29,245.67
-0.01,0.17,241.21
-0.01,0.18,249.56
-0.01,0.17,249.25
-0.01,0.47,228.96
-0.01,0.17,263.68
-0.01,-0.03,249.25
-0.01,0.38,225.13
-0.01,0.17,253.77
-0.01,0.17,241.21
-0.01,0.17,257.29
-0.01,0.17,246.97
-0.01,0.48,229.48
-0.01,0.17,257.29
-0.01,-0.02,241.67
-0.01,0.38,236.14
-0.01,0.26,225.33
-0.01,0.34,241.21
-0.01,0.17,241.21
-0.01,0.04,251.70
-0.01,0.58,221.95
-0.01,0.17,257.29
-0.01,0.17,233.17
-0.01,0.17,233.17
-0.01,0.17,248.54
-0.01,0.38,240.37
-0.01,0.17,257.29
-0.01,-0.03,256.82
-0.01,0.51,225.13
-0.01,0.36,211.37
-0.01,0.17,241.21
-0.01,0.06,257.29
-0.01,0.17,262.08
-0.01,0.38,225.13
-0.01,0.13,263.58
-0.01,-0.03,249.25
-0.01,0.43,225.13
-0.01,0.38,241.27
-0.01,0.22,247.24
-0.01,0.17,261.37
-0.01,0.17,249.25
-0.01,0.38,225.32
-0.01,0.32,257.29
-0.01,-0.03,233.81
-0.01,0.38,250.80
-0.01,0.36,211.76
-0.01,0.24,243.73
-0.01,0.17,227.40
-0.01,-0.03,249.25
-0.01,0.58,225.84
-0.01,0.17,248.93
-0.01,-0.03,244.39
-0.01,0.35,235.38
-0.01,0.17,264.36
-0.01,0.38,236.21
-0.01,0.17,257.29
-0.01,-0.03,266.17
-0.01,0.58,218.31
-0.01,0.29,272.94
-0.01,0.17,233.12
-0.01,0.17,249.84
-0.01,0.17,268.91
-0.01,0.38,233.17
-0.01,0.17,259.69
-0.01,-0.03,265.99
-0.01,0.38,225.13
-0.01,0.28,206.62
-0.01,0.17,241.21
-0.01,0.37,177.76
-0.01,0.12,249.25
-0.01,0.48,225.13
-0.01,0.22,263.44
-0.01,-0.03,272.81
-0.01,0.38,219.35
-0.01,0.38,236.87
-0.01,0.17,241.21
-0.01,0.36,228.68
-0.01,-0.03,271.33
-0.01,0.49,225.13
-0.01,0.17,257.29
-0.01,-0.03,241.91
-0.01,0.17,248.96
-0.01,0.38,241.21
-0.01,0.38,248.13
-0.01,0.35,256.33
-0.01,-0.03,270.33
-0.01,0.58,222.20
-0.01,0.35,257.29
-0.01,0.17,249.25
-0.01,0.17,252.54
-0.01,0.17,251.97
-0.01,0.38,233.17
-0.01,0.17,257.29
-0.01,-0.12,277.86
-0.01,0.38,222.71
-0.01,0.38,249.25
-0.01,0.17,249.25
-0.01,0.17,265.33
-0.01,0.17,262.59
-0.01,0.38,225.13
-0.01,0.17,259.28
-0.01,-0.03,245.47
-0.01,0.38,233.17
-0.01,0.37,249.07
-0.01,0.17,255.03
-0.01,0.17,237.49
-0.01,0.01,263.69
-0.01,0.57,233.17
-0.01,0.31,265.33
-0.01,-0.03,257.29
-0.01,0.34,234.55
-0.01,0.38,241.21
-0.01,0.17,246.48
-0.01,0.17,252.44
-0.01,-0.03,274.49
-0.01,0.58,218.04
-0.01,0.30,255.30
-0.01,0.10,250.02
-0.01,0.17,248.38
-0.01,0.34,229.97
-0.01,0.29,241.21
-0.01,0.24,254.61
-0.01,-0.21,273.37
-0.01,0.41,225.13
-0.01,0.38,257.29
-0.01,-0.03,249.25
-0.01,0.17,265.33
-0.01,0.17,248.11
-0.01,0.38,236.97
-0.01,0.23,257.29
-0.01,-0.03,272.39
-0.01,0.53,227.11
-0.01,0.38,253.31
-0.01,0.17,245.02
-0.01,0.17,210.40
-0.01,0.17,194.83
-0.01,0.38,233.17
-0.01,0.33,257.29
-0.01,-0.22,271.66
-0.01,0.24,233.17
-0.01,0.38,249.25
-0.01,0.17,254.51
-0.01,0.17,249.93
-0.01,-0.03,281.65
-0.01,0.46,225.13
-0.01,0.38,264.20
-0.01,-0.03,271.48
-0.01,0.17,252.26
-0.01,0.30,254.34
-0.01,0.38,241.21
-0.01,0.17,257.29
-0.01,-0.11,282.89
-0.01,0.51,225.13
-0.01,0.39,256.67
-0.01,0.01,262.41
-0.01,0.17,258.26
-0.01,0.17,241.21
-0.01,0.38,241.21
-0.01,0.33,257.29
-0.01,-0.03,289.45
-0.01,0.52,225.13
-0.01,0.38,249.25
-0.01,0.17,251.35
-0.01,0.17,253.55
-0.01,0.17,251.16
-0.01,0.38,233.17
-0.01,0.32,259.52
-0.01,-0.03,260.44
-0.01,0.38,234.82
-0.01,0.38,248.83
-0.01,0.17,251.74
-0.01,0.17,253.81
-0.01,-0.03,268.46
-0.01,0.38,225.80
-0.01,0.38,260.04
-0.01,-0.03,276.58
-0.01,0.17,249.25
-0.01,0.38,245.89
-0.01,0.17,216.06
-0.01,0.25,257.29
-0.01,-0.03,295.73
-0.01,0.38,225.13
-0.01,0.38,257.29
-0.01,-0.03,265.38
-0.01,0.17,264.70
-0.01,0.34,239.75
-0.01,0.38,241.21
-0.01,0.23,257.29
-0.01,-0.03,312.84
-0.01,0.22,233.17
-0.01,0.28,253.03
-0.01,0.12,261.65
-0.01,0.17,241.31
-0.01,0.17,229.06
-0.01,0.48,233.17
-0.01,0.22,257.29
-0.01,-0.03,257.75
-0.01,0.23,236.75
-0.01,0.38,244.94
-0.01,0.17,252.57
-0.01,0.38,257.29
-0.01,-0.03,286.96
-0.01,0.38,233.17
-0.01,0.38,255.88
-0.01,-0.21,281.41
-0.01,0.24,254.73
-0.01,0.38,254.07
-0.01,0.17,257.29
-0.01,0.17,257.29
-0.01,-0.03,287.41
-0.01,0.50,233.17
-0.01,0.38,257.29
-0.01,-0.03,279.03
-0.01,0.29,262.07
-0.01,0.38,249.25
-0.01,0.38,248.62
-0.01,0.34,257.29
-0.01,-0.11,285.93
-0.01,0.38,227.57
-0.01,0.38,256.91
-0.01,0.02,276.30
-0.01,0.38,259.61
-0.01,0.17,249.25
-0.01,0.38,233.28
-0.01,0.33,259.25
-0.01,-0.03,269.33
-0.01,0.33,230.91
-0.01,0.38,249.25
-0.01,0.12,263.11
-0.01,0.27,257.29
-0.01,0.17,297.17
-0.01,0.38,233.57
-0.01,0.38,259.76
-0.01,-0.03,285.96
-0.01,0.17,257.29
-0.01,0.38,249.91
-0.01,0.17,249.25
-0.01,0.25,257.29
-0.01,-0.03,225.17
-0.01,0.38,233.17
-0.01,0.38,252.24
-0.01,-0.03,281.41
-0.01,0.17,250.14
-0.01,0.38,256.11
-0.01,0.38,245.99
-0.01,0.38,257.29
-0.01,-0.01,256.65
-0.01,0.38,238.33
-0.01,0.49,252.76
-0.01,-0.03,283.86
-0.01,0.18,248.49
-0.01,0.17,257.29
-0.01,0.38,244.98
-0.01,0.38,257.29
-0.01,-0.02,288.84
-0.01,0.38,227.08
-0.01,0.38,257.29
-0.01,0.02,267.26
-0.01,0.18,241.34
-0.01,0.12,270.35
-0.01,0.38,241.21
-0.01,0.42,263.65
-0.01,-0.03,281.41
-0.01,0.24,244.31
-0.01,0.38,249.25
-0.01,0.17,260.13
-0.01,0.17,257.29
-0.01,-0.03,220.10
-0.01,0.38,233.17
-0.01,0.38,256.12
-0.01,-0.03,281.41
-0.01,0.17,257.29
-0.01,0.38,249.25
-0.01,0.20,250.15
-0.01,0.20,257.29
-0.01,-0.03,291.00
-0.01,0.38,233.17
-0.01,0.39,264.03
-0.01,-0.03,279.98
-0.01,0.17,255.22
-0.01,0.17,257.29
-0.01,0.38,256.51
-0.01,0.33,265.33
